Date,Open,High,Low,Close,Adj Close,Volume
2022-01-06,15024.150391,15198.450195,14914.870117,15080.860352,15080.860352,4774740000
2022-01-07,15095.719727,15171.019531,14877.629883,14935.900391,14935.900391,4229270000
2022-01-10,14751.780273,14953.849609,14530.230469,14942.830078,14942.830078,5303230000
2022-01-11,14919.259766,15158.709961,14837.629883,15153.450195,15153.450195,4378660000
2022-01-12,15263.099609,15319.030273,15117.290039,15188.389648,15188.389648,4321180000
2022-01-13,15245.040039,15259.709961,14782.240234,14806.809570,14806.809570,4283070000
2022-01-14,14708.019531,14897.679688,14689.429688,14893.750000,14893.750000,4345780000
2022-01-18,14681.830078,14740.540039,14482.940430,14506.900391,14506.900391,5027990000
2022-01-19,14582.219727,14658.889648,14331.650391,14340.259766,14340.259766,4639990000
2022-01-20,14462.849609,14642.030273,14140.780273,14154.019531,14154.019531,5078450000
2022-01-21,14046.219727,14171.719727,13764.240234,13768.919922,13768.919922,5845830000
2022-01-24,13481.500000,13876.610352,13094.650391,13855.129883,13855.129883,6982960000
2022-01-25,13610.870117,13781.620117,13414.139648,13539.290039,13539.290039,4981070000
2022-01-26,13871.769531,14002.650391,13392.190430,13542.120117,13542.120117,5734390000
2022-01-27,13710.990234,13765.910156,13322.660156,13352.780273,13352.780273,5155970000
2022-01-28,13436.709961,13771.910156,13236.559570,13770.570313,13770.570313,4955960000
2022-01-31,13812.190430,14242.900391,13767.709961,14239.879883,14239.879883,5111460000
2022-02-01,14277.429688,14358.690430,14070.769531,14346.000000,14346.000000,4650460000
2022-02-02,14494.469727,14504.820313,14264.650391,14417.549805,14417.549805,4647630000
2022-02-03,14045.830078,14207.889648,13851.740234,13878.820313,13878.820313,4306490000
2022-02-04,13958.480469,14222.759766,13850.389648,14098.009766,14098.009766,4104120000
2022-02-07,14118.790039,14236.309570,13974.099609,14015.669922,14015.669922,4253020000
2022-02-08,13984.429688,14226.480469,13934.780273,14194.450195,14194.450195,4277150000
2022-02-09,14368.160156,14490.719727,14330.870117,14490.370117,14490.370117,4713210000
2022-02-10,14228.679688,14509.559570,14118.200195,14185.639648,14185.639648,5191050000
2022-02-11,14213.620117,14246.700195,13733.160156,13791.150391,13791.150391,5222590000
2022-02-14,13768.969727,13921.709961,13664.759766,13790.919922,13790.919922,4301470000
2022-02-15,13997.179688,14142.490234,13976.290039,14139.759766,14139.759766,4393050000
2022-02-16,14038.919922,14163.730469,13931.990234,14124.089844,14124.089844,4224060000
2022-02-17,14004.190430,14020.820313,13704.700195,13716.719727,13716.719727,4259890000
2022-02-18,13735.400391,13762.400391,13465.559570,13548.070313,13548.070313,4475010000
2022-02-22,13424.360352,13618.719727,13249.650391,13381.519531,13381.519531,4830920000
2022-02-23,13511.750000,13533.780273,13032.169922,13037.490234,13037.490234,4614090000
2022-02-24,12587.879883,13486.110352,12587.879883,13473.589844,13473.589844,6131410000
2022-02-25,13485.259766,13696.860352,13358.290039,13694.620117,13694.620117,4614110000
2022-02-28,13570.830078,13810.639648,13549.900391,13751.400391,13751.400391,5894130000
2022-03-01,13716.700195,13777.040039,13441.320313,13532.459961,13532.459961,6094490000
2022-03-02,13597.530273,13796.549805,13493.910156,13752.019531,13752.019531,5229480000
2022-03-03,13837.589844,13837.589844,13472.639648,13537.940430,13537.940430,5058590000
2022-03-04,13455.230469,13486.709961,13224.980469,13313.440430,13313.440430,5319630000
2022-03-07,13328.360352,13353.280273,12828.019531,12830.959961,12830.959961,6163580000
2022-03-08,12800.040039,13159.440430,12670.080078,12795.549805,12795.549805,6631820000
2022-03-09,13113.700195,13301.160156,13039.790039,13255.549805,13255.549805,5377120000
2022-03-10,13098.349609,13163.500000,12946.280273,13129.959961,13129.959961,5034030000
2022-03-11,13229.769531,13239.349609,12830.370117,12843.809570,12843.809570,5250230000
2022-03-14,12795.120117,12918.009766,12555.349609,12581.219727,12581.219727,5853360000
2022-03-15,12685.230469,12973.879883,12616.589844,12948.620117,12948.620117,5414590000
2022-03-16,13119.370117,13440.120117,12992.200195,13436.549805,13436.549805,6498110000
2022-03-17,13360.719727,13620.799805,13317.139648,13614.780273,13614.780273,5575030000
2022-03-18,13564.629883,13899.280273,13528.059570,13893.839844,13893.839844,8109950000
2022-03-21,13860.389648,13945.809570,13682.549805,13838.459961,13838.459961,5636000000
2022-03-22,13866.429688,14141.070313,13857.290039,14108.820313,14108.820313,5400360000
2022-03-23,13990.349609,14152.139648,13921.650391,13922.599609,13922.599609,4995470000
2022-03-24,14001.320313,14193.549805,13897.200195,14191.839844,14191.839844,5046250000
2022-03-25,14194.719727,14218.759766,14010.790039,14169.299805,14169.299805,5553860000
2022-03-28,14177.209961,14356.000000,14101.339844,14354.900391,14354.900391,5086120000
2022-03-29,14500.389648,14646.900391,14419.400391,14619.639648,14619.639648,6031870000
2022-03-30,14558.589844,14609.250000,14383.450195,14442.269531,14442.269531,5439980000
2022-03-31,14444.780273,14456.740234,14217.719727,14220.519531,14220.519531,5427030000
2022-04-01,14269.530273,14306.940430,14131.809570,14261.500000,14261.500000,4984050000
2022-04-04,14304.349609,14534.379883,14286.450195,14532.549805,14532.549805,4598480000
2022-04-05,14490.259766,14500.290039,14169.120117,14204.169922,14204.169922,4707090000
2022-04-06,14002.580078,14032.839844,13788.900391,13888.820313,13888.820313,5265740000
2022-04-07,13861.490234,13978.250000,13689.230469,13897.299805,13897.299805,4822420000
2022-04-08,13830.469727,13866.059570,13693.690430,13711.000000,13711.000000,4554890000
2022-04-11,13547.290039,13585.080078,13401.389648,13411.959961,13411.959961,4916860000
2022-04-12,13584.690430,13685.950195,13317.740234,13371.570313,13371.570313,4965220000
2022-04-13,13373.120117,13679.429688,13353.660156,13643.589844,13643.589844,4887660000
2022-04-14,13647.429688,13662.929688,13345.219727,13351.080078,13351.080078,4623410000
2022-04-18,13319.389648,13414.269531,13222.030273,13332.360352,13332.360352,4350150000
2022-04-19,13312.440430,13643.969727,13281.219727,13619.660156,13619.660156,4527480000
2022-04-20,13665.379883,13678.549805,13426.129883,13453.070313,13453.070313,4639440000
2022-04-21,13623.700195,13710.700195,13140.830078,13174.650391,13174.650391,5206320000
2022-04-22,13168.799805,13212.599609,12828.019531,12839.290039,12839.290039,4457380000
2022-04-25,12749.169922,13011.450195,12722.589844,13004.849609,13004.849609,4827790000
2022-04-26,12918.040039,12918.040039,12490.740234,12490.740234,12490.740234,5136770000
2022-04-27,12500.879883,12703.790039,12430.900391,12488.929688,12488.929688,4773290000
2022-04-28,12712.860352,12948.519531,12487.860352,12871.530273,12871.530273,5030570000
2022-04-29,12710.419922,12861.830078,12315.740234,12334.639648,12334.639648,4719290000
2022-05-02,12331.690430,12542.540039,12202.410156,12536.019531,12536.019531,4896740000
2022-05-03,12511.459961,12645.830078,12460.990234,12563.759766,12563.759766,4522940000
2022-05-04,12574.730469,12985.009766,12367.019531,12964.860352,12964.860352,5467750000
2022-05-05,12787.519531,12787.519531,12183.559570,12317.690430,12317.690430,5269260000
2022-05-06,12246.830078,12358.419922,11990.150391,12144.660156,12144.660156,5311020000
2022-05-09,11923.030273,11990.610352,11574.940430,11623.250000,11623.250000,5911380000
2022-05-10,11900.339844,11944.940430,11566.280273,11737.669922,11737.669922,6199090000
2022-05-11,11645.570313,11844.509766,11339.179688,11364.240234,11364.240234,6120860000
2022-05-12,11199.250000,11547.330078,11108.759766,11370.959961,11370.959961,6647400000
2022-05-13,11555.969727,11856.709961,11510.259766,11805.000000,11805.000000,5868610000
2022-05-16,11727.139648,11804.589844,11627.530273,11662.790039,11662.790039,4898850000
2022-05-17,11905.570313,11988.429688,11754.280273,11984.519531,11984.519531,5068930000
2022-05-18,11790.679688,11826.219727,11381.690430,11418.150391,11418.150391,5043020000
2022-05-19,11364.400391,11562.820313,11313.309570,11388.500000,11388.500000,5136920000
2022-05-20,11542.669922,11552.209961,11035.690430,11354.620117,11354.620117,5413140000
2022-05-23,11396.280273,11552.070313,11304.559570,11535.269531,11535.269531,4509640000
2022-05-24,11326.440430,11351.610352,11092.480469,11264.450195,11264.450195,4706300000
2022-05-25,11225.030273,11511.900391,11211.849609,11434.740234,11434.740234,4500920000
2022-05-26,11409.839844,11796.969727,11406.160156,11740.650391,11740.650391,4651470000
2022-05-27,11869.690430,12131.660156,11856.820313,12131.129883,12131.129883,4774530000
2022-05-31,12137.540039,12190.080078,11942.500000,12081.389648,12081.389648,6028940000
2022-06-01,12176.889648,12237.940430,11901.429688,11994.459961,11994.459961,4697810000
2022-06-02,11945.570313,12320.120117,11901.450195,12316.900391,12316.900391,4422830000
2022-06-03,12097.120117,12167.440430,11966.620117,12012.730469,12012.730469,4117290000
2022-06-06,12200.330078,12245.400391,12004.200195,12061.370117,12061.370117,4633950000
2022-06-07,11925.809570,12194.860352,11888.610352,12175.230469,12175.230469,4383960000
2022-06-08,12147.280273,12235.780273,12052.700195,12086.269531,12086.269531,4689310000
2022-06-09,12016.469727,12115.059570,11751.980469,11754.230469,11754.230469,5382110000
2022-06-10,11543.879883,11569.150391,11328.269531,11340.019531,11340.019531,5125980000
2022-06-13,10986.849609,11071.480469,10775.139648,10809.230469,10809.230469,5912360000
2022-06-14,10897.429688,10926.809570,10733.040039,10828.349609,10828.349609,4802090000
2022-06-15,10968.400391,11244.259766,10866.389648,11099.150391,11099.150391,5346110000
2022-06-16,10806.019531,10831.070313,10565.139648,10646.099609,10646.099609,5667810000
2022-06-17,10697.549805,10884.709961,10638.719727,10798.349609,10798.349609,7423600000
2022-06-21,10974.049805,11164.990234,10974.049805,11069.299805,11069.299805,5201450000
2022-06-22,10941.950195,11216.769531,10938.059570,11053.080078,11053.080078,5215100000
2022-06-23,11137.679688,11260.269531,11046.280273,11232.190430,11232.190430,5238210000
2022-06-24,11351.309570,11613.230469,11337.780273,11607.620117,11607.620117,9438810000
2022-06-27,11661.019531,11677.490234,11487.070313,11524.549805,11524.549805,5017930000
2022-06-28,11542.240234,11635.849609,11177.679688,11181.540039,11181.540039,5397910000
2022-06-29,11160.219727,11226.330078,11072.190430,11177.889648,11177.889648,5609230000
2022-06-30,11048.250000,11160.919922,10850.009766,11028.740234,11028.740234,5620800000
2022-07-01,11006.830078,11132.549805,10922.709961,11127.849609,11127.849609,4844560000
2022-07-05,10964.179688,11323.889648,10911.450195,11322.240234,11322.240234,5028520000
2022-07-06,11337.900391,11443.150391,11250.320313,11361.849609,11361.849609,4824620000
2022-07-07,11422.599609,11644.469727,11412.879883,11621.349609,11621.349609,4662320000
2022-07-08,11503.610352,11689.700195,11479.769531,11635.309570,11635.309570,4495900000
2022-07-11,11524.490234,11541.099609,11348.059570,11372.599609,11372.599609,4343130000
2022-07-12,11420.889648,11483.169922,11207.080078,11264.730469,11264.730469,4279920000
2022-07-13,11056.549805,11325.669922,11031.269531,11247.580078,11247.580078,4400730000
2022-07-14,11151.209961,11279.969727,11005.929688,11251.190430,11251.190430,4456350000
2022-07-15,11379.360352,11454.690430,11295.330078,11452.419922,11452.419922,4342760000
2022-07-18,11561.639648,11629.030273,11322.839844,11360.049805,11360.049805,5003870000
2022-07-19,11515.000000,11721.219727,11448.969727,11713.150391,11713.150391,5251410000
2022-07-20,11726.089844,11939.959961,11703.360352,11897.650391,11897.650391,5427450000
2022-07-21,11914.150391,12060.589844,11812.719727,12059.610352,12059.610352,4646260000
2022-07-22,12025.370117,12093.019531,11767.190430,11834.110352,11834.110352,4700220000
2022-07-25,11837.959961,11855.110352,11707.530273,11782.669922,11782.669922,4261620000
2022-07-26,11701.530273,11711.309570,11533.370117,11562.570313,11562.570313,4304110000
2022-07-27,11756.190430,12081.730469,11718.379883,12032.419922,12032.419922,4559800000
2022-07-28,12036.480469,12179.089844,11886.669922,12162.589844,12162.589844,4892770000
2022-07-29,12239.690430,12426.259766,12181.129883,12390.690430,12390.690430,4893090000
2022-08-01,12317.959961,12499.719727,12271.980469,12368.980469,12368.980469,4373610000
2022-08-02,12287.669922,12503.339844,12260.480469,12348.759766,12348.759766,4742630000
2022-08-03,12433.870117,12699.639648,12425.209961,12668.160156,12668.160156,5628590000
2022-08-04,12675.040039,12736.190430,12600.780273,12720.580078,12720.580078,5408540000
2022-08-05,12538.799805,12720.440430,12525.769531,12657.549805,12657.549805,4888110000
2022-08-08,12703.719727,12855.150391,12597.750000,12644.459961,12644.459961,5190590000
2022-08-09,12557.490234,12582.910156,12438.860352,12493.929688,12493.929688,5271940000
2022-08-10,12793.440430,12861.440430,12698.610352,12854.799805,12854.799805,5135480000
2022-08-11,12944.820313,13026.240234,12760.089844,12779.910156,12779.910156,5785100000
2022-08-12,12866.309570,13047.190430,12821.219727,13047.190430,13047.190430,4755980000
2022-08-15,12996.629883,13146.059570,12993.780273,13128.049805,13128.049805,4445180000
2022-08-16,13082.639648,13181.089844,12979.240234,13102.549805,13102.549805,4992400000
2022-08-17,12968.629883,13053.509766,12863.009766,12938.120117,12938.120117,5166110000
2022-08-18,12937.790039,13002.660156,12873.490234,12965.339844,12965.339844,4663920000
2022-08-19,12832.269531,12859.009766,12674.870117,12705.219727,12705.219727,4591500000
2022-08-22,12523.160156,12538.549805,12353.730469,12381.570313,12381.570313,4242600000
2022-08-23,12380.370117,12490.849609,12352.030273,12381.299805,12381.299805,3815730000
2022-08-24,12375.150391,12504.330078,12350.160156,12431.530273,12431.530273,3896570000
2022-08-25,12506.370117,12641.259766,12471.980469,12639.269531,12639.269531,4290090000
2022-08-26,12630.580078,12655.839844,12141.519531,12141.709961,12141.709961,4510480000
2022-08-29,12021.049805,12124.870117,11981.419922,12017.669922,12017.669922,4183740000
2022-08-30,12093.059570,12101.849609,11790.019531,11883.139648,11883.139648,4630720000
2022-08-31,11972.559570,12027.429688,11814.169922,11816.200195,11816.200195,4911500000
2022-09-01,11707.440430,11798.370117,11546.519531,11785.129883,11785.129883,4792890000
2022-09-02,11899.139648,11945.910156,11573.509766,11630.860352,11630.860352,4257410000
2022-09-06,11643.030273,11679.429688,11471.500000,11544.910156,11544.910156,4622940000
2022-09-07,11559.379883,11819.070313,11555.080078,11791.900391,11791.900391,4445640000
2022-09-08,11679.860352,11896.730469,11660.530273,11862.129883,11862.129883,4329910000
2022-09-09,11958.610352,12132.669922,11958.610352,12112.309570,12112.309570,4401590000
2022-09-12,12174.940430,12270.190430,12169.280273,12266.410156,12266.410156,4146680000
2022-09-13,11908.809570,11957.969727,11604.429688,11633.570313,11633.570313,5188380000
2022-09-14,11680.410156,11746.830078,11602.759766,11719.679688,11719.679688,4861530000
2022-09-15,11633.240234,11760.730469,11497.110352,11552.360352,11552.360352,4805910000
2022-09-16,11401.209961,11460.429688,11316.919922,11448.400391,11448.400391,7451840000
2022-09-19,11338.570313,11538.129883,11337.830078,11535.019531,11535.019531,4168670000
2022-09-20,11440.139648,11520.990234,11343.719727,11425.049805,11425.049805,4028100000
2022-09-21,11466.209961,11613.570313,11218.990234,11220.190430,11220.190430,4471000000
2022-09-22,11167.379883,11203.769531,11024.639648,11066.809570,11066.809570,4916470000
2022-09-23,10952.690430,10958.290039,10732.719727,10867.929688,10867.929688,5134350000
2022-09-26,10833.379883,11024.000000,10789.049805,10802.919922,10802.919922,4697730000
2022-09-27,10955.290039,11040.980469,10741.019531,10829.500000,10829.500000,4445050000
